,date,count
52,2020-04-17 20:25:54.941081,4311
53,2020-04-17 20:25:55.847091,4313
54,2020-04-17 20:25:56.963396,4313
55,2020-04-17 20:25:57.899426,4313
56,2020-04-17 20:25:58.853644,4313
57,2020-04-17 20:25:59.875754,4313
58,2020-04-17 20:26:00.914073,4311
59,2020-04-17 20:26:01.988443,4313
60,2020-04-17 20:26:03.103129,4313
61,2020-04-17 20:26:03.897428,4313
62,2020-04-17 20:26:05.002373,4315
63,2020-04-17 20:26:05.948750,4315
64,2020-04-17 20:26:23.153930,4318
65,2020-04-17 20:36:23.190779,4304
66,2020-04-17 20:46:23.229322,4264
67,2020-04-17 20:56:24.140444,4324
68,2020-04-17 21:06:23.091194,4238
69,2020-04-17 21:16:23.110183,4237
70,2020-04-17 21:26:23.208386,4230
71,2020-04-17 21:36:23.267575,4223
72,2020-04-17 21:46:23.120867,4187
73,2020-04-17 21:56:23.075634,4170
74,2020-04-17 22:06:23.038219,4156
75,2020-04-17 22:16:23.073383,4159
76,2020-04-17 22:26:23.137438,4170
77,2020-04-17 22:36:23.268000,4197
78,2020-04-17 22:46:23.175420,4110
79,2020-04-17 22:56:23.072037,4080
80,2020-04-17 23:06:23.037166,4069
81,2020-04-17 23:16:23.102530,4043
82,2020-04-17 23:26:23.077435,4009
83,2020-04-17 23:36:23.116364,3944
84,2020-04-17 23:46:23.047376,3926
85,2020-04-17 23:56:23.119707,3944
86,2020-04-18 00:06:23.286345,3978
87,2020-04-18 00:16:23.356084,3988
88,2020-04-18 00:26:23.099657,4018
89,2020-04-18 00:36:23.442435,4067
90,2020-04-18 00:46:23.046826,4094
91,2020-04-18 00:56:23.194714,4146
92,2020-05-04 21:29:51.727215,4778
93,2020-05-04 21:30:47.856911,4766
94,2020-05-04 21:30:48.129937,4766
95,2020-05-04 21:30:48.640171,4768
96,2020-05-04 21:30:49.201175,4766
97,2020-05-04 21:30:49.866499,4766
98,2020-05-04 21:30:52.332990,4766
99,2020-05-04 21:30:52.966499,4766
100,2020-05-04 21:30:53.309667,4765
101,2020-05-04 21:30:53.414409,4763
102,2020-05-04 21:30:53.926361,4763
103,2020-05-04 21:30:54.726364,4763
104,2020-05-04 21:30:54.780830,4763
105,2020-05-04 21:30:55.165780,4763
106,2020-05-04 21:30:55.251540,4763
107,2020-05-04 21:30:55.532098,4764
108,2020-05-04 21:30:56.498730,4763
109,2020-05-04 21:30:57.285718,4763
110,2020-05-04 21:30:57.672534,4764
111,2020-05-04 21:30:57.794707,4761
112,2020-05-04 21:30:58.480103,4761
113,2020-05-04 21:31:00.228047,4761
114,2020-05-04 21:31:01.525048,4761
115,2020-05-04 21:31:01.924051,4760
116,2020-05-04 21:31:02.413051,4761
117,2020-05-04 21:31:02.505049,4761
118,2020-05-04 21:31:02.806051,4761
119,2020-05-04 21:31:02.849048,4761
120,2020-05-04 21:31:05.305642,4761
121,2020-05-04 21:31:05.492355,4761
122,2020-05-04 21:31:51.807771,4763
123,2020-05-04 21:31:51.851771,4763
124,2020-05-04 21:31:52.251772,4765
125,2020-05-04 21:31:52.888769,4765
126,2020-05-04 21:32:03.413989,4764
127,2020-05-04 21:32:12.333084,4767
128,2020-05-04 21:32:22.597126,4770
129,2020-05-04 21:32:32.992109,4769
130,2020-05-04 21:32:42.397200,4765
131,2020-05-04 21:32:52.396776,4771
132,2020-05-04 21:33:02.425941,4774
133,2020-05-04 21:33:12.352582,4771
134,2020-05-04 21:33:22.682415,4774
135,2020-05-04 21:33:44.946875,4771
136,2020-06-01 16:53:26.221794,9632
137,2020-06-01 16:53:37.771379,9634
138,2020-06-01 16:53:46.247888,9617
139,2020-06-01 16:53:56.264077,9622
140,2020-06-01 16:54:06.545942,9626
141,2020-06-01 16:54:16.358524,9628
142,2020-06-01 16:54:26.246473,9609
143,2020-06-01 16:54:36.320714,9624
144,2020-06-01 16:55:30.762759,9587
145,2020-06-01 16:56:23.800766,9568
146,2020-06-03 10:22:22.658352,5555
147,2020-06-04 14:00:25.062111,7125
148,2020-06-04 14:00:35.305431,7144
149,2020-06-04 14:00:45.848753,7127
150,2020-06-04 14:00:55.147107,7131
151,2020-06-04 14:01:06.950287,7137
152,2020-06-04 14:01:15.969847,7135
153,2020-06-04 14:01:25.812704,7133
154,2020-06-04 14:01:36.019306,7134
155,2020-06-04 14:01:45.983022,7130
156,2020-06-04 14:01:55.852309,7146
157,2020-06-04 14:02:05.814077,7151
158,2020-06-04 14:02:15.964358,7164
159,2020-06-04 14:02:25.830755,7165
160,2020-06-04 14:02:35.797126,7164
161,2020-06-04 14:02:45.909639,7182
162,2020-06-04 14:02:55.125920,7179
163,2020-06-04 14:03:05.804259,7179
164,2020-06-04 14:03:16.015019,7177
165,2020-06-04 14:03:25.858251,7179
166,2020-06-04 14:03:35.830115,7181
167,2020-06-04 14:03:45.843312,7183
168,2020-06-04 14:03:55.908281,7184
169,2020-06-04 14:05:06.028622,7199
170,2020-06-04 14:05:15.867910,7194
171,2020-06-04 14:05:25.863251,7194
172,2020-06-04 14:05:35.840945,7196
173,2020-06-04 14:05:45.949901,7203
174,2020-06-04 14:05:55.881274,7208
175,2020-06-04 14:06:06.146476,7203
176,2020-06-04 14:06:15.875958,7199
177,2020-06-04 14:06:25.940725,7210
178,2020-06-04 14:06:35.829050,7221
179,2020-06-04 14:06:55.784407,7255
180,2020-06-04 14:07:05.830342,7258
181,2020-06-04 14:07:16.088941,7257
182,2020-06-04 14:07:25.822987,7250
183,2020-06-04 14:07:35.846897,7251
184,2020-06-04 14:07:45.860582,7252
185,2020-06-04 14:07:55.922209,7235
186,2020-06-04 14:08:05.815890,7241
187,2020-06-04 14:08:15.831577,7208
188,2020-06-04 14:08:25.838286,7220
189,2020-06-04 14:08:35.813945,7222
190,2020-06-04 14:08:45.847931,7217
191,2020-06-04 14:08:56.693573,7223
192,2020-06-04 14:09:05.794448,7242
193,2020-06-04 14:09:15.905352,7231
194,2020-06-04 14:09:25.946590,7222
195,2020-06-04 14:09:35.811516,7220
196,2020-06-04 14:09:45.813691,7220
197,2020-06-04 14:09:55.869266,7217
198,2020-06-04 14:10:05.897457,7210
199,2020-06-04 14:10:15.811091,7221
200,2020-06-04 14:10:25.883927,7220
201,2020-06-04 14:10:35.884784,7234
202,2020-06-04 14:10:45.967337,7234
203,2020-06-04 14:10:55.843980,7233
204,2020-06-04 14:11:05.851108,7249
205,2020-06-04 14:11:15.881110,7272
206,2020-06-04 14:11:26.189086,7255
207,2020-06-04 14:11:35.899016,7259
208,2020-06-04 14:11:45.895140,7251
209,2020-06-04 14:11:56.003480,7236
210,2020-06-04 14:12:06.013500,7249
211,2020-06-04 14:12:15.904013,7258
212,2020-06-04 14:12:25.973008,7270
213,2020-06-04 14:12:35.924064,7265
214,2020-06-04 14:12:46.011055,7272
215,2020-06-04 14:12:56.163028,7282
216,2020-06-04 14:13:05.910049,7279
217,2020-06-04 14:13:15.885643,7295
218,2020-06-04 14:13:26.108079,7297
219,2020-06-04 14:13:36.000444,7280
220,2020-06-04 14:13:45.962069,7289
221,2020-06-04 14:13:55.896119,7295
222,2020-06-04 14:14:06.135138,7296
223,2020-06-04 14:14:16.028853,7274
224,2020-06-04 14:14:25.881391,7285
225,2020-06-04 14:14:35.911404,7285
226,2020-06-04 14:14:45.934559,7287
227,2020-06-04 14:14:56.007152,7284
228,2020-06-04 14:15:06.081221,7283
229,2020-06-04 14:15:16.163065,7294
230,2020-06-04 14:15:25.996462,7301
231,2020-06-04 14:15:36.027184,7303
232,2020-06-04 14:15:45.904348,7314
233,2020-06-04 14:15:55.960323,7306
234,2020-06-04 14:16:05.909166,7315
235,2020-06-04 14:16:16.112191,7313
236,2020-06-04 14:16:25.814212,7314
237,2020-06-04 14:16:35.860077,7317
238,2020-06-04 14:16:45.995486,7312
239,2020-06-04 14:16:55.894570,7324
240,2020-06-04 14:17:06.405248,7331
241,2020-06-04 14:17:16.054467,7316
242,2020-06-04 14:17:25.961192,7290
243,2020-06-04 14:17:35.885487,7318
244,2020-06-04 14:17:46.271147,7312
245,2020-06-04 14:17:55.964447,7311
246,2020-06-04 14:18:06.011274,7306
247,2020-06-04 14:18:15.928551,7307
248,2020-06-04 14:18:26.161560,7318
249,2020-06-04 14:18:35.960188,7321
250,2020-06-04 14:18:45.954282,7338
251,2020-06-04 14:18:56.086613,7338
252,2020-06-04 14:19:05.958805,7347
253,2020-06-04 14:19:16.165864,7355
254,2020-06-04 14:19:25.882623,7358
255,2020-06-04 14:19:35.849900,7423
256,2020-06-04 14:19:45.954951,7437
257,2020-06-04 14:19:58.791692,7428
258,2020-06-04 14:20:05.888813,7426
259,2020-06-04 14:20:15.956321,7446
260,2020-06-04 14:20:25.976256,7447
261,2020-06-04 14:20:35.892154,7448
262,2020-06-04 14:20:45.845159,7449
263,2020-06-04 14:20:55.905596,7455
264,2020-06-04 14:21:05.929569,7455
265,2020-06-04 14:21:16.209322,7447
266,2020-06-04 14:21:25.978852,7447
267,2020-06-04 14:21:35.889453,7448
268,2020-06-04 14:21:45.905528,7465
269,2020-06-04 14:21:55.927556,7466
270,2020-06-04 14:22:05.952316,7465
271,2020-06-04 14:22:15.956882,7457
272,2020-06-04 14:22:25.866356,7460
273,2020-06-04 14:22:35.962432,7472
274,2020-06-04 14:22:45.869391,7476
275,2020-06-04 14:22:56.070386,7484
276,2020-06-04 14:23:05.913970,7493
277,2020-06-04 14:23:16.011266,7499
278,2020-06-04 14:23:25.889949,7482
279,2020-06-04 14:23:35.956204,7494
280,2020-06-04 14:23:45.818866,7508
281,2020-06-04 14:23:56.076192,7524
282,2020-06-04 14:24:06.155006,7529
283,2020-06-04 14:24:15.880425,7537
284,2020-06-04 14:24:25.874452,7554
285,2020-06-04 14:24:35.868397,7558
286,2020-06-04 14:24:46.027373,7561
287,2020-06-04 14:24:55.922747,7566
288,2020-06-04 14:25:05.973398,7577
289,2020-06-04 14:25:16.017624,7582
290,2020-06-04 14:25:26.028538,7591
291,2020-06-04 14:25:35.883274,7593
292,2020-06-04 14:25:45.985327,7596
293,2020-06-04 14:25:55.876229,7608
294,2020-06-04 14:26:06.027644,7620
295,2020-06-04 14:26:15.964868,7590
296,2020-06-04 14:26:25.892370,7593
297,2020-06-04 14:26:35.958247,7595
298,2020-06-04 14:26:48.891261,7601
299,2020-06-04 14:26:55.867756,7607
300,2020-06-04 14:27:05.861490,7620
301,2020-06-04 14:27:16.242539,7634
302,2020-06-04 14:27:25.954869,7640
303,2020-06-04 14:27:39.029160,7668
304,2020-06-04 14:27:46.171711,7668
305,2020-06-04 14:27:59.353643,7673
306,2020-06-04 14:28:05.922296,7693
307,2020-06-04 14:28:16.486929,7696
308,2020-06-04 14:28:25.879751,7692
309,2020-06-04 14:28:36.191365,7694
310,2020-06-04 14:28:45.843140,7702
311,2020-06-04 14:28:56.516026,7707
312,2020-06-04 14:29:06.399670,7707
313,2020-06-04 14:29:15.914377,7713
314,2020-06-04 14:29:29.194337,7720
315,2020-06-04 14:29:35.958555,7722
316,2020-06-04 14:29:45.924863,7724
317,2020-06-04 14:29:55.952323,7735
318,2020-06-04 14:30:08.983343,7742
319,2020-06-04 14:30:15.957605,7759
320,2020-06-04 14:30:26.368691,7756
321,2020-06-04 14:30:35.900296,7760
322,2020-06-04 14:30:48.865411,7763
323,2020-06-04 14:30:55.899486,7760
324,2020-06-04 14:31:06.182466,7766
325,2020-06-04 14:31:15.899370,7767
326,2020-06-04 14:31:26.358277,7781
327,2020-06-04 14:31:35.961265,7793
328,2020-06-04 14:31:46.584323,7794
329,2020-06-04 14:31:55.899135,7789
330,2020-06-04 14:32:05.859603,7797
331,2020-06-04 14:32:15.977401,7798
332,2020-06-04 14:32:25.935321,7822
333,2020-06-04 14:32:35.980645,7815
334,2020-06-04 14:32:46.000206,7823
335,2020-06-04 14:32:55.957804,7825
336,2020-06-04 14:33:05.906385,7827
337,2020-06-04 14:33:16.157717,7739
338,2020-06-04 14:33:26.109982,7743
339,2020-06-04 14:33:35.276416,7743
340,2020-06-04 14:33:45.875031,7749
341,2020-06-04 14:33:56.009230,7756
342,2020-06-04 14:34:05.985718,7759
343,2020-06-04 14:34:15.957495,7756
344,2020-06-04 14:34:25.947469,7767
345,2020-06-04 14:34:36.032588,7779
346,2020-06-04 14:34:46.347670,7778
347,2020-06-04 14:34:56.156468,7776
348,2020-06-04 14:35:05.887544,7776
349,2020-06-04 14:35:16.043412,7787
350,2020-06-04 14:35:28.168951,7789
351,2020-06-04 14:35:35.796778,7771
352,2020-06-04 14:35:45.822582,7775
353,2020-06-04 14:35:56.049103,7767
354,2020-06-04 14:36:05.963376,7763
355,2020-06-04 14:36:15.956133,7752
356,2020-06-04 14:36:25.984562,7748
357,2020-06-04 14:36:35.937667,7761
358,2020-06-04 14:36:46.043571,7764
359,2020-06-04 14:36:56.119064,7755
360,2020-06-04 14:37:06.055831,7752
361,2020-06-04 14:37:15.861899,7750
362,2020-06-04 14:37:26.172005,7748
363,2020-06-04 14:37:35.902067,7750
364,2020-06-04 14:37:45.986249,7762
365,2020-06-04 14:37:55.911614,7772
366,2020-06-04 14:38:06.004848,7771
367,2020-06-04 14:38:16.045692,7767
368,2020-06-04 14:38:26.159559,7757
369,2020-06-04 14:38:35.953274,7763
370,2020-06-04 14:38:46.011488,7782
371,2020-06-04 14:38:55.959382,7776
372,2020-06-04 14:39:05.838173,7776
373,2020-06-04 14:39:15.947683,7788
374,2020-06-04 14:39:26.160806,7791
375,2020-06-04 14:39:35.840040,7786
376,2020-06-04 14:39:45.956591,7791
377,2020-06-04 14:39:59.061784,7786
378,2020-06-04 14:40:06.064762,7795
379,2020-06-04 14:40:16.027571,7792
380,2020-06-04 14:40:25.907873,7789
381,2020-06-04 14:40:36.117875,7799
382,2020-06-04 14:40:45.996929,7814
383,2020-06-04 14:40:56.024664,7847
384,2020-06-04 14:41:05.985702,7842
385,2020-06-04 14:41:15.878928,7843
386,2020-06-04 14:41:26.159952,7840
387,2020-06-04 14:41:36.005650,7834
388,2020-06-04 14:41:46.013130,7846
389,2020-06-04 14:41:56.441015,7838
390,2020-06-04 14:42:06.219815,7848
391,2020-06-04 14:42:16.111851,7842
392,2020-06-04 14:42:26.206731,7840
393,2020-06-04 14:42:35.900903,7844
394,2020-06-04 14:42:45.918848,7848
395,2020-06-04 14:43:02.082672,7853
396,2020-06-04 14:43:05.830856,7913
397,2020-06-04 14:43:16.066819,7914
398,2020-06-04 14:43:25.872896,7911
399,2020-06-04 14:43:36.143004,7909
400,2020-06-04 14:43:46.156806,7913
401,2020-06-04 14:43:56.028431,7917
402,2020-06-04 14:44:06.182591,7930
403,2020-06-04 14:44:16.012762,7930
404,2020-06-04 14:44:26.464724,7940
405,2020-06-04 14:44:35.969270,7938
406,2020-06-04 14:44:46.027847,7936
407,2020-06-04 14:44:55.940067,7955
408,2020-06-04 14:45:06.006656,7984
409,2020-06-04 14:45:15.984326,7992
410,2020-06-04 14:45:25.877638,7989
411,2020-06-04 14:45:36.101839,8005
412,2020-06-04 14:45:49.005629,8004
413,2020-06-04 14:45:56.160163,8005
414,2020-06-04 14:46:06.023624,8010
415,2020-06-04 14:46:15.926284,8018
416,2020-06-04 14:46:26.232517,8006
417,2020-06-04 14:46:35.966757,8015
418,2020-06-04 14:46:46.202116,8019
419,2020-06-04 14:46:55.938791,8026
420,2020-06-04 14:47:05.894962,8036
421,2020-06-04 14:47:15.948821,8059
422,2020-06-04 14:47:25.957565,8052
423,2020-06-04 14:47:35.998789,8056
424,2020-06-04 14:47:45.925154,8062
425,2020-06-04 14:47:55.988812,8077
426,2020-06-04 14:48:05.983650,8075
427,2020-06-04 14:48:16.326637,8079
428,2020-06-04 14:48:25.849486,8076
429,2020-06-04 14:48:35.984759,8073
430,2020-06-04 14:48:45.829897,8087
431,2020-06-04 14:48:55.802888,8083
432,2020-06-04 14:49:05.801841,8080
433,2020-06-04 14:49:16.021345,8085
434,2020-06-04 14:49:25.827899,8115
435,2020-06-04 14:49:35.944281,8107
436,2020-06-04 14:49:45.775714,8106
437,2020-06-04 14:49:56.349682,8108
438,2020-06-04 14:50:05.966639,8105
439,2020-06-04 14:50:15.806748,8109
440,2020-06-04 14:50:25.774420,8112
441,2020-06-04 14:50:35.860680,8112
442,2020-06-04 14:50:45.888082,8109
443,2020-06-04 14:50:55.793682,8108
444,2020-06-04 14:51:05.836985,8099
445,2020-06-04 14:51:15.818588,8087
446,2020-06-04 14:51:25.996136,8093
447,2020-06-04 14:51:35.840918,8085
448,2020-06-04 14:51:45.869764,8084
449,2020-06-04 14:51:55.808708,8092
450,2020-06-04 14:52:05.875856,8094
451,2020-06-04 14:52:15.839160,8088
452,2020-06-04 14:52:25.820826,8074
453,2020-06-04 14:52:35.820810,8078
454,2020-06-04 14:52:45.834060,8069
455,2020-06-04 14:52:56.112280,8078
456,2020-06-04 14:53:06.425108,8081
457,2020-06-04 14:53:15.907721,7987
458,2020-06-04 14:53:25.780890,7993
459,2020-06-04 14:53:36.056249,8001
460,2020-06-04 14:53:46.290949,7998
461,2020-06-04 14:53:55.767380,7994
462,2020-06-04 14:54:05.820162,7994
463,2020-06-04 14:54:16.044297,7997
464,2020-06-04 14:54:25.806009,7988
465,2020-06-04 14:54:35.827764,7990
466,2020-06-04 14:54:45.844692,7994
467,2020-06-04 14:54:55.992747,7998
468,2020-06-04 14:55:05.767121,7993
469,2020-06-04 14:55:15.836249,8003
470,2020-06-04 14:55:25.873875,8005
471,2020-06-04 14:55:35.870259,8003
472,2020-06-04 14:55:45.881092,8002
473,2020-06-04 14:55:55.834764,8003
474,2020-06-04 14:56:05.885601,8006
475,2020-06-04 14:56:15.873345,8002
476,2020-06-04 14:56:25.955485,7999
477,2020-06-04 14:56:37.413983,8022
478,2020-06-04 14:56:46.003005,8107
479,2020-06-04 14:56:55.965898,8099
480,2020-06-04 14:57:05.961210,8106
481,2020-06-04 14:57:16.018257,8105
482,2020-06-04 14:57:25.848095,8111
483,2020-06-04 14:57:35.878032,8108
484,2020-06-04 14:57:46.022150,8117
485,2020-06-04 14:57:56.178950,8127
486,2020-06-04 14:58:05.877123,8109
487,2020-06-04 14:58:15.868764,8115
488,2020-06-04 14:58:26.036455,8120
489,2020-06-04 14:58:35.998071,8117
490,2020-06-04 14:58:45.952914,8120
491,2020-06-04 14:58:58.788870,8114
492,2020-06-04 14:59:05.854065,8122
493,2020-06-04 14:59:16.009149,8126
494,2020-06-04 14:59:25.830665,8124
495,2020-06-04 14:59:35.830843,8133
496,2020-06-04 14:59:45.990670,8126
497,2020-06-04 14:59:55.981476,8137
498,2020-06-04 15:00:05.884521,8125
499,2020-06-04 15:00:16.005871,8121
500,2020-06-04 15:00:25.880380,8115
501,2020-06-04 15:00:35.862521,8134
502,2020-06-04 15:00:45.798610,8125
503,2020-06-04 15:00:55.848367,8131
504,2020-06-04 15:01:05.985838,8131
505,2020-06-04 15:01:16.011362,8142
506,2020-06-04 15:01:25.974709,8139
507,2020-06-04 15:01:35.965921,8133
508,2020-06-04 15:01:45.989217,8136
509,2020-06-04 15:01:55.959777,8133
510,2020-06-04 15:02:06.075771,8151
511,2020-06-04 15:02:16.542873,8164
512,2020-06-04 15:02:25.839199,8161
513,2020-06-04 15:02:35.848508,8162
514,2020-06-04 15:02:46.256535,8163
515,2020-06-04 15:02:55.956551,8170
516,2020-06-04 15:03:05.993164,8165
517,2020-06-04 15:03:15.958004,8172
518,2020-06-04 15:03:26.002914,8184
519,2020-06-04 15:03:36.426391,8181
520,2020-06-04 15:03:45.974144,8188
521,2020-06-04 15:03:56.092438,8184
522,2020-06-04 15:04:06.223402,8186
523,2020-06-04 15:04:16.034025,8201
524,2020-06-04 15:04:26.010114,8199
525,2020-06-04 15:04:35.966799,8202
526,2020-06-04 15:04:45.976793,8198
527,2020-06-04 15:04:55.959491,8192
528,2020-06-04 15:05:05.973750,8186
529,2020-06-04 15:05:15.814298,8184
530,2020-06-04 15:05:25.799652,8179
531,2020-06-04 15:05:35.969759,8185
532,2020-06-04 15:05:46.171714,8181
533,2020-06-04 15:05:56.026285,8174
534,2020-06-04 15:06:05.975445,8170
535,2020-06-04 15:06:15.814863,8169
536,2020-06-04 15:06:25.953194,8172
537,2020-06-04 15:06:35.768478,8104
538,2020-06-04 15:06:45.890626,8094
539,2020-06-04 15:06:55.799365,8109
540,2020-06-04 15:07:06.068159,8112
541,2020-06-04 15:07:16.008005,8111
542,2020-06-04 15:07:25.990171,8117
543,2020-06-04 15:07:35.862572,8118
544,2020-06-04 15:07:46.021562,8126
545,2020-06-04 15:07:55.952774,8100
546,2020-06-04 15:08:05.830209,8101
547,2020-06-04 15:08:15.748869,8101
548,2020-06-04 15:08:25.985482,8113
549,2020-06-04 15:08:36.149477,8122
550,2020-06-04 15:08:46.563262,8118
551,2020-06-04 15:08:55.846135,8112
552,2020-06-04 15:09:05.819654,8109
553,2020-06-04 15:09:16.160414,8116
554,2020-06-04 15:09:25.850957,8120
555,2020-06-04 15:09:35.894893,8121
556,2020-06-04 15:09:45.815100,8118
557,2020-06-04 15:09:55.864780,8129
558,2020-06-04 15:10:05.922697,8130
559,2020-06-04 15:10:15.780636,8112
560,2020-06-04 15:10:25.819247,8108
561,2020-06-04 15:10:35.944722,8117
562,2020-06-04 15:10:45.910785,8103
563,2020-06-04 15:10:55.962300,8101
564,2020-06-04 15:11:05.897620,8106
565,2020-06-04 15:11:15.828530,8117
566,2020-06-04 15:11:25.815588,8111
567,2020-06-04 15:11:35.966424,8117
568,2020-06-04 15:11:45.859692,8118
569,2020-06-04 15:11:55.854333,8120
570,2020-06-04 15:12:06.308731,8124
571,2020-06-04 15:12:15.913513,8122
572,2020-06-04 15:12:25.814603,8125
573,2020-06-04 15:12:35.863082,8130
574,2020-06-04 15:12:45.778788,8158
575,2020-06-04 15:12:55.900979,8146
576,2020-06-04 15:13:05.779806,8141
577,2020-06-04 15:13:15.891177,8136
578,2020-06-04 15:13:25.849368,8137
579,2020-06-04 15:13:35.951621,8145
580,2020-06-04 15:13:46.254020,8149
581,2020-06-04 15:13:55.814553,8150
582,2020-06-04 15:14:05.832000,8146
583,2020-06-04 15:14:15.935556,8138
584,2020-06-04 15:14:25.832465,8149
585,2020-06-04 15:14:35.877541,8149
586,2020-06-04 15:14:45.832331,8156
587,2020-06-04 15:14:55.830521,8174
588,2020-06-04 15:15:05.914250,8168
589,2020-06-04 15:15:15.816628,8174
590,2020-06-04 15:15:25.871227,8188
591,2020-06-04 15:15:35.789748,8185
592,2020-06-04 15:15:45.913569,8190
593,2020-06-04 15:15:56.281908,8181
594,2020-06-04 15:16:05.958435,8180
595,2020-06-04 15:16:15.970759,8178
596,2020-06-04 15:16:26.053693,8180
597,2020-06-04 15:16:35.830759,8187
598,2020-06-04 15:16:46.408096,8192
599,2020-06-04 15:16:55.965961,8207
600,2020-06-04 15:17:05.913282,8203
601,2020-06-04 15:17:15.794869,8204
602,2020-06-04 15:17:25.964349,8205
603,2020-06-04 15:17:35.814378,8206
604,2020-06-04 15:17:45.884460,8202
605,2020-06-04 15:17:55.831381,8198
606,2020-06-04 15:18:05.829898,8206
607,2020-06-04 15:18:15.958451,8209
608,2020-06-04 15:18:25.979733,8207
609,2020-06-04 15:18:35.775671,8201
610,2020-06-04 15:18:45.834271,8191
611,2020-06-04 15:18:55.814647,8198
612,2020-06-04 15:19:05.932645,8198
613,2020-06-04 15:19:15.849932,8192
614,2020-06-04 15:19:25.829300,8183
615,2020-06-04 15:19:35.831669,8180
616,2020-06-04 15:19:45.762344,8190
617,2020-06-04 15:19:55.876055,8195
618,2020-06-04 15:20:05.846563,8201
619,2020-06-04 15:20:16.453286,8199
620,2020-06-04 15:20:25.843252,8191
621,2020-06-04 15:20:35.900819,8196
622,2020-06-04 15:20:45.975619,8197
623,2020-06-04 15:20:56.042881,8200
624,2020-06-04 15:21:05.898683,8202
625,2020-06-04 15:21:15.961511,8226
626,2020-06-04 15:21:25.822850,8216
627,2020-06-04 15:21:35.847142,8223
628,2020-06-04 15:21:45.797177,8220
629,2020-06-04 15:21:55.980536,8223
630,2020-06-04 15:22:05.915701,8239
631,2020-06-04 15:22:15.893974,8247
632,2020-06-04 15:22:25.967849,8265
633,2020-06-04 15:22:35.811343,8278
634,2020-06-04 15:22:45.961721,8285
635,2020-06-04 15:22:55.798974,8289
636,2020-06-04 15:23:05.864612,8289
637,2020-06-04 15:23:15.814670,8296
638,2020-06-04 15:23:25.814732,8287
639,2020-06-04 15:23:35.949518,8283
640,2020-06-04 15:23:45.865856,8288
641,2020-06-04 15:23:55.968078,8281
642,2020-06-04 15:24:05.877965,8283
643,2020-06-04 15:24:15.959325,8297
644,2020-06-04 15:24:25.878009,8309
645,2020-06-04 15:24:35.837758,8300
646,2020-06-04 15:24:45.799267,8302
647,2020-06-04 15:24:56.335212,8296
648,2020-06-04 15:25:05.957722,8308
649,2020-06-04 15:25:15.885768,8312
650,2020-06-04 15:25:25.815780,8326
651,2020-06-04 15:25:35.975042,8328
652,2020-06-04 15:25:45.882625,8319
653,2020-06-04 15:25:55.802658,8323
654,2020-06-04 15:26:05.786994,8324
655,2020-06-04 15:26:15.988252,8324
656,2020-06-04 15:26:25.912071,8334
657,2020-06-04 15:26:35.845537,8342
658,2020-06-04 15:26:45.813695,8347
659,2020-06-04 15:26:56.007666,8354
660,2020-06-04 15:27:05.955118,8355
661,2020-06-04 15:27:15.798396,8347
662,2020-06-04 15:27:25.817262,8367
663,2020-06-04 15:27:35.798994,8374
664,2020-06-04 15:27:46.069275,8366
665,2020-06-04 15:27:55.814896,8380
